age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
27,F,998,En Couple,3,false,1256 SD 56
50,F,546,En Couple,0,false,8633 PF 82
26,M,965,Célibataire,0,false,9798 XR 90
45,M,904,En Couple,4,true,3637 MS 26
22,M,537,Célibataire,0,false,6960 UK 92
23,M,207,En Couple,0,false,7277 EM 69
44,M,223,En Couple,2,false,3035 JI 80
57,Homme,759,En Couple,3,true,9115 XJ 52
42,F,421,Célibataire,0,false,9321 XZ 67
42,M,406,En Couple,0,false,2005 KN 62
38,M,443,En Couple,4,false,3474 XM 60
59,M,580,Seule,2,false,7435 TD 11
54,M,457,Célibataire,0,false,621 CV 86
18,F,157,Célibataire,0,false,9653 KF 76
19,Féminin,427,Seule,3,false,8502 LS 43
55,M,461,En Couple,2,false,6294 DJ 25
51,M,232,Célibataire,0,false,2551 YG 32
19,M,419,Célibataire,0,false,5437 QI 64
57,M,241,En Couple,1,false,897 SN 30
40,M,188,En Couple,3,true,2993 ZP 37
41,Masculin,436,En Couple,2,false,3905 IS 12
28,F,1068,En Couple,4,false,482 EX 63
22,M,400,En Couple,1,false,5741 CK 24
35,Féminin,1189,En Couple,1,false,9757 GS 27
18,F,401,En Couple,4,false,3718 GF 51
57,M,539,Célibataire,0,false,9526 SY 15
40,M,536,Célibataire,0,false,6742 NF 74
32,M,559,Célibataire,0,false,1820 HZ 85
27,F,722,Célibataire,0,false,6353 UU 79
59,F,1071,En Couple,4,false,9002 AK 97
59,M,238,En Couple,3,?,9013 CR 11
35,F,587,En Couple,4,true,5714 TJ 22
82,M,592,Célibataire,0,false,4507 KK 80
55,M,248,En Couple,1,false,5634 FY 82
23,M,247,Célibataire,0,false,69 LL 17
46,F,483,Célibataire,0,false,1792 VA 83
25,M,477,En Couple,2,false,2000 IS 73
26,M,227,En Couple,2,false,8863 UP 46
26,M,590,En Couple,1,false,2497 WA 81
19,F,247,En Couple,2,false,4058 YW 97
44,F,172,En Couple,0,false,9658 EK 29
29,M,440,Célibataire,0,false,1798 XY 74
49,M,157,En Couple,2,false,9043 GU 78
29,Masculin,482,En Couple,0,false,6657 FM 13
32,Femme,869,En Couple,2,false,3523 RX 64
53,F,452,En Couple,1,false,2855 VA 27
28,F,1184,Célibataire,0,false,950 SY 64
75,M,895,Célibataire,0,false,41 XJ 24
30,M,1160,En Couple,4,false,6629 IK 66
22,F,165,En Couple,1,false,4741 TP 50
44,M,1076,En Couple,4,false,1155 UP 68
55,M,203,Célibataire,0,false,3523 IC 42
60,F,421,Célibataire,0,false,5644 BI 35
25,F,738,En Couple,4,true,7476 ZW 48
23,M,943,En Couple,4,false,7719 IW 55
34,M,1365,En Couple,0,false,1891 HS 19
25,F,405,En Couple,0,false,6259 NN 43
45,M,459,En Couple,3,false,4037 AJ 82
32,M,446,Seule,3,false,7258 MP 43
49,F,157,En Couple,4,false,4362 VX 93
62,F,714,En Couple,2,true,7618 QP 33
82,M,1114,Seule,2,false,571 YA 35
34,M,590,Célibataire,0,false,2888 QQ 87
60,M,579,En Couple,4,true,4556 UN 24
82,F,577,En Couple,2,false,9877 GN 97
59,M,596,Seule,2,false,2505 IN 29
50,M,512,En Couple,2,false,9211 PT 17
82,M,566,En Couple,1,false,6314 WR 74
49,M,1086,Célibataire,0,false,4023 SU 23
49,M,557,En Couple,0,false,576 PK 56
83,M,552,En Couple,2,false,542 YN 65
67,M,406,En Couple,4,false,2903 GJ 84
56,M,501,Célibataire,0,false,129 QL 69
27,F,449,Célibataire,0,false,1460 ON 31
33,Homme,451,En Couple,2,false,8635 MQ 29
46,F,516,Célibataire,0,false,5319 FT 79
72,M,231,En Couple,2,false,3823 EZ 20
84,M,168,En Couple,4,false,8951 CB 55
30,M,529,En Couple,1,false,8860 LE 64
35,F,580,Célibataire,0,false,5642 JO 98
59,M,1113,En Couple,3,false,9194 MZ 34
43,M,899,Célibataire,0,false,1260 FT 15
76,M,413,En Couple,3,false,1981 MZ 13
51,M,437,En Couple,2,true,5588 WJ 19
67,M,599,En Couple,3,false,6798 BI 82
54,F,169,En Couple,0,true,6804 GQ 74
55,M,497,En Couple,3,false,8519 RU 77
27,M,156,En Couple,3,true,6936 OP 68
53,M,1162,Célibataire,0,false,6117 UV 64
48,M,1097,En Couple,1,false,8579 SL 30
49,F,1157,Célibataire,0,false,7653 XJ 10
28,M,458,En Couple,0,false,7943 DV 28
35,M,1108,En Couple,2,false,937 OG 83
21,M,750,Célibataire,0,false,3883 BD 13
63,M,1291,Célibataire,0,false,8386 UF 65
28,M,475,Seule,2,false,372 JB 27
43,F,407,Célibataire,0,false,6133 BO 35
54,F,1384,En Couple,2,false,8863 DR 51
57,F,498,En Couple,1,false,6743 TZ 71
27,M,809,En Couple,0,false,5874 CI 11
55,M,208,En Couple,1,true,7204 TW 90
24,M,230,En Couple,0,false,9872 JW 50
46,M,991,En Couple,2,false,6817 JB 18
24,M,234,En Couple,0,false,9939 CA 19
37,M,536,Célibataire,0,false,7215 QC 97
40,M,489,En Couple,2,false,7522 IH 77
34,M,480,En Couple,0,false,9337 JM 71
18,M,226,En Couple,3,false,1290 RO 59
18,M,1142,En Couple,1,false,9858 ZV 52
77,F,1377,Célibataire,0,false,8183 YT 91
20,F,545,En Couple,0,true,6601 NB 85
34,M,1258,En Couple,2,false,9578 YG 15
69,M,575,Célibataire,0,false,502 DF 97
40,M,513,Seule,1,false,1585 KT 45
40,F,180,Célibataire,0,false,908 XP 26
36,M,415,En Couple,2,true,2580 TI 63
18,M,886,Célibataire,0,false,9559 TL 20
22,F,430,En Couple,2,false,4627 KY 78
41,F,1254,En Couple,0,false,6445 KN 79
37,F,468,En Couple,2,false,683 BN 45
25,M,569,En Couple,4,false,5247 HM 78
33,F,574,En Couple,1,false,7392 DP 82
70,M,518,En Couple,0,false,646 VW 68
31,M,546,Célibataire,0,false,8706 WQ 30
62,M,927,En Couple,3,false,2968 PR 17
21,F,1169,Seule,3,false,474 WQ 37
47,M,1235,Célibataire,0,false,2466 FT 74
22,F,1021,En Couple,2,false,7371 XJ 91
52,M,194,En Couple,1,false,220 PC 97
19,M,425,En Couple,4,false,5219 FT 58
22,M,585,Célibataire,0,false,4330 VK 13
38,M,564,En Couple,1,true,1977 ZS 73
43,F,569,En Couple,0,false,536 JH 61
35,M,404,Seule,1,false,8622 NW 32
46,M,402,En Couple,4,true,1627 XN 37
46,M,542,En Couple,3,false,6734 LA 49
33,M,1347,Célibataire,0,false,5300 NW 73
81,F,215,Célibataire,0,false,7118 ME 30
57,M,197,En Couple,2,false,8317 OU 81
20,M,1357,En Couple,4,false,4141 GM 92
19,M,596,En Couple,3,false,1739 AO 18
30,M,577,En Couple,4,false,3092 FO 81
34,M,508,Célibataire,0,false,7068 UT 20
50,M,534,En Couple,1,false,6168 JO 66
61,M,597,En Couple,2,true,8440 GJ 84
33,F,742,En Couple,1,false,8036 KL 88
19,M,404,En Couple,1,false,9842 PN 24
21,M,831,En Couple,2,false,3858 VS 60
40,M,1372,En Couple,2,true,5798 OI 46
78,M,576,Seule,2,false,7296 XH 63
67,M,413,En Couple,0,true,7146 DM 37
48,M,209,En Couple,3,true,4749 FZ 98
62,F,434,En Couple,4,false,3774 TN 71
39,M,514,En Couple,0,false,5691 DM 57
72,M,474,En Couple,4,false,9374 JZ 14
59,M,162,En Couple,3,false,8443 EP 62
59,M,498,Célibataire,0,false,4300 NW 29
62,M,507,En Couple,0,false,7255 UU 34
20,M,1376,En Couple,1,false,4600 BC 32
46,M,208,En Couple,0,false,2496 CF 60
34,M,211,Célibataire,0,false,7930 AX 83
61,F,593,Célibataire,0,false,5478 RU 69
75,M,180,Célibataire,0,false,8340 IB 22
62,F,555,En Couple,0,false,3342 PN 97
84,M,158,Célibataire,0,false,8498 IP 49
36,M,566,En Couple,1,true,3723 PZ 24
83,F,197,Célibataire,0,false,3899 NR 14
?,M,450,Seule,1,false,8279 MW 44
51,M,218,Célibataire,0,false,2751 EH 43
58,M,245,En Couple,1,false,1432 FJ 72
57,M,464,Célibataire,0,false,6200 LX 22
28,M,218,En Couple,1,false,6685 HR 12
22,M,574,Célibataire,0,false,3915 OU 65
40,M,472,En Couple,1,true,7376 QH 17
72,M,469,En Couple,2,false,4246 QA 96
30,M,955,Célibataire,0,false,2900 PS 21
22,F,403,En Couple,3,false,3665 WW 45
35,F,468,Célibataire,0,false,7638 GA 78
36,F,555,Célibataire,0,false,7487 TS 71
42,F,448,En Couple,1,false,2654 LL 46
51,M,514,En Couple,3,false,2331 XO 30
22,M,188,En Couple,0,false,2908 PO 63
22,F,413,En Couple,1,false,9821 ED 87
48,M,599,En Couple,3,false,4477 HQ 11
20,F,414,En Couple,1,true,6213 SD 48
19,F,427,Célibataire,0,false,8517 RR 41
24,M,575,En Couple,3,true,764 CH 74
31,F,209,En Couple,0,false,4387 VB 53
36,M,1040,En Couple,4,false,2023 KG 63
51,M,501,Célibataire,0,false,8066 YQ 56
83,M,1334,Célibataire,0,false,9333 PX 42
58,M,407,En Couple,1,false,3460 LA 20
50,M,1306,En Couple,4,false,9982 HB 78
19,M,1187,En Couple,3,false,6727 XF 97
84,M,217,Seule,3,false,2275 JV 31
49,M,582,En Couple,0,false,7458 NB 98
18,M,167,En Couple,0,false,9971 TH 38
25,M,202,Célibataire,0,false,8774 UC 21
27,M,410,En Couple,3,false,5505 GA 10
22,M,1232,En Couple,1,true,8190 BX 49
53,M,565,En Couple,2,false,3536 GA 66
38,F,458,En Couple,0,false,9953 WU 68
65,M,993,En Couple,3,false,5977 NB 97
23,M,980,Célibataire,0,false,5725 XU 65
67,M,713,En Couple,2,true,2193 TO 23
57,M,442,En Couple,2,false,2027 CO 27
50,M,528,Célibataire,0,false,9286 QN 19
56,F,1291,En Couple,1,false,8335 JT 93
21,M,1137,En Couple,3,false,2160 ND 62
22,M,187,En Couple,2,false,5431 GC 27
54,M,802,En Couple,3,false,4610 CD 60
30,M,533,En Couple,0,false,3161 TU 13
30,M,190,Célibataire,0,false,5239 LG 69
19,F,413,En Couple,0,true,2983 FJ 55
22,M,244,En Couple,1,false,6007 OS 70
84,M,584,Célibataire,0,false,2379 CD 57
67,M,457,En Couple,0,false,241 HD 67
42,M,416,En Couple,1,false,8637 JP 84
65,M,489,En Couple,1,false,8097 XB 96
31,M,542,En Couple,2,false,762 CI 76
59,F,243,En Couple,4,false,393 HC 56
18,M,242,En Couple,2,true,9820 DR 83
58,M,581,Seule,3,false,6009 RC 74
72,M,471,Célibataire,0,false,6646 AD 13
71,M,585,Célibataire,0,false,936 FX 18
26,M,748,Marié(e),1,false,7143 BV 68
80,F,764,Célibataire,0,false,5690 RI 55
37,M,551,En Couple,2,false,372 QV 47
53,F,1139,En Couple,0,false,4314 UZ 81
29,M,979,En Couple,3,false,8335 LW 66
33,F,400,Célibataire,0,false,4639 DQ 19
55, ,486,En Couple,2,false,2148 JB 66
40,M,473,En Couple,0,false,600 YS 32
25,M,447,En Couple,1,true,4856 WK 79
62,M,176,Célibataire,0,false,5441 BG 30
76,M,524,Célibataire,0,false,6298 GD 44
21,?,429,En Couple,4,true,766 JJ 66
52,M,1053,Célibataire,0,false,6884 KI 50
83,F,1084,Célibataire,0,false,6717 DL 61
29,M,530,En Couple,0,false,1897 EN 97
30,M,221,Célibataire,0,false,2262 QH 69
46,M,1113,En Couple,1,false,1558 YO 50
69,M,224,En Couple,4,false,4715 JT 24
48,M,174,Célibataire,0,false,2082 QE 93
26,M,1130,En Couple,0,false,538 TN 36
83,M,430,En Couple,0,false,2127 WT 76
81,F,520,En Couple,0,false,7544 WM 87
51,M,430,Célibataire,0,false,4281 PF 89
84,F,424,En Couple,4,false,9269 RH 58
20,M,564,En Couple,3,false,1875 WN 23
18,M,751,Célibataire,0,false,7084 FW 36
32,M,218,En Couple,3,false,5871 UU 90
48,M,171,En Couple,0,false,3265 OZ 82
45,M,928,En Couple,3,false,9588 HT 28
50,F,877,Célibataire,0,false,3091 MG 72
37,F,596,Célibataire,0,false,1495 QJ 16
33,M,971,Célibataire,0,false,809 HR 44
49,M,1065,En Couple,4,false,373 MR 71
32,M,161,En Couple,4,true,4855 TJ 77
32,M,192,En Couple,0,false,1892 FT 81
38,F,249,En Couple,1,false,2984 RA 90
34,M,499,Célibataire,0,false,7719 TH 78
32,M,198,Célibataire,0,false,1074 TW 38
43,Masculin,240,Célibataire,0,false,9449 KJ 34
54,M,181,En Couple,1,false,4775 PC 78
33,M,187,Célibataire,0,false,2558 YU 37
46,M,179,Célibataire,0,false,3392 GZ 11
84,M,508,En Couple,1,true,8775 ZJ 95
55,F,557,Célibataire,0,false,1121 PQ 37
21,M,1126,En Couple,4,false,5020 OV 60
70,F,426,En Couple,3,false,5930 OV 95
21,M,727,Célibataire,0,false,5425 PH 77
48,M,533,En Couple,1,true,8034 FN 23
28,M,995,Seule,1,false,1059 JR 17
79,F,515,En Couple,0,false,4715 IC 32
20,F,542,En Couple,2,true,2074 QI 93
57,F,523,En Couple,0,false,2147 WO 82
26,M,1019,En Couple,1,false,6071 TA 29
48,F,1086,En Couple,0,true,9134 PY 88
52,M,1118,En Couple,1,false,868 DF 13
45,M,165,En Couple,0,true,8511 LL 63
73,F,825,Célibataire,0,false,424 SM 44
38,F,1258,En Couple,0,false,3837 VU 62
23,M,491,En Couple,0,true,4594 KQ 97
82,M,1272,En Couple,2,false,1248 JC 85
47,M,1228,En Couple,2,false,2507 UE 11
43,F,435,En Couple,2,false,2483 SW 33
26,M,446,Célibataire,0,false,7463 NL 85
53,M,542,En Couple,4,false,208 UP 70
28,M,213,Célibataire,0,false,7090 OA 75
53,F,562,En Couple,2,false,2490 SQ 82
23,F,533,Célibataire,0,false,6323 DF 37
67,F,565,En Couple,2,false,4796 ZU 53
35,M,168,En Couple,0,true,2782 CJ 72
44,F,844,En Couple,1,false,492 LS 54
46,F,1148,En Couple,3,false,92 JJ 16
32,F,216,En Couple,0,false,1804 BM 89
28,M,525,Célibataire,0,false,9858 VF 35
67,M,470,En Couple,1,false,2069 IO 77
50,M,782,En Couple,1,false,7698 YI 56
35,M,525,En Couple,2,false,8123 OD 20
19,M,504,En Couple,3,false,642 TS 51
38,M,429,En Couple,2,true,8334 CU 58
63,F,1153,Célibataire,0,false,264 BB 65
56,M,414,En Couple,3,true,9125 JI 74
33,M,172,En Couple,1,false,1775 OS 88
27,Masculin,754,En Couple,0,false,2898 KO 56
27,F,1191,Célibataire,0,false,592 YW 15
27,M,171,Célibataire,0,false,7970 TS 31
42,M,591,Célibataire,0,false,508 PR 44
44,F,551,En Couple,1,false,7132 RT 89
31,F,916,En Couple,3,false,1135 EN 81
49,F,796,En Couple,4,false,4847 JW 66
61,M,406,En Couple,4,false,9932 MZ 66
45,M,1049,En Couple,0,false,9190 EZ 33
65,F,1065,En Couple,0,true,9940 DT 62
27,F,853,En Couple,1,true,485 TW 67
18,M,587,En Couple,0,false,1569 NH 29
24,M,950,En Couple,0,false,1146 QZ 91
38,M,543,En Couple,3,false,8404 AE 65
71,F,462,En Couple,2,false,190 XA 24
40,M,1105,Célibataire,0,false,4781 VF 61
37,M,456,En Couple,1,false,1268 PA 76
69,M,409,En Couple,4,false,3073 XI 80
?,M,161,Célibataire,0,false,1062 KU 29
26,M,591,Célibataire,0,false,5123 PR 86
27,M,498,En Couple,1,false,7853 FH 17
29,M,750,En Couple,1,false,2685 JY 89
22,M,542,En Couple,3,true,5719 CF 53
56,M,499,Célibataire,0,false,2789 SR 69
26,M,202,En Couple,1,false,3360 MQ 27
28,M,1203,En Couple,4,false,6987 UH 41
20,M,471,Célibataire,0,false,1628 ZR 46
39,M,505,En Couple,3,true,5239 JT 84
67,M,195,Célibataire,0,false,3432 CJ 31
32,M,1236,En Couple,0,false,9757 ZC 22
68,M,554,Célibataire,0,false,5902 XB 24
35,M,440,Célibataire,0,false,1434 GZ 55
49,F,539,Célibataire,0,false,6895 VW 74
25,M,418,En Couple,0,false,8741 UJ 12
38,M,158,Célibataire,0,false,3400 TY 87
55,M,742,En Couple,0,false,6305 FR 13
64,F,237,En Couple,1,false,8448 ZM 79
27,M,183,En Couple,3,false,8519 YD 30
37,M,497,Célibataire,0,false,1958 WF 88
44,F,591,Célibataire,0,false,5646 OD 12
42,M,590,En Couple,2,true,3956 ZY 76
83,M,436,En Couple,0,false,6485 QU 91
49,F,1278,Célibataire,0,false,4272 DZ 20
38,F,1362,En Couple,1,false,117 QT 72
37,F,469,En Couple,2,false,4472 UK 90
27,M,513,En Couple,0,true,481 VH 67
53,M,792,En Couple,2,false,2931 RS 85
43,M,523,En Couple,0,false,9302 QP 14
38,M,226,Célibataire,0,false,5300 ZR 57
41,F,197,En Couple,2,false,4685 ML 87
52,M,534,En Couple,0,false,9096 TU 98
48,F,437,En Couple,4,false,4582 UR 21
62,M,763,En Couple,0,false,1716 CB 14
44,M,234,En Couple,3,false,8829 XV 60
37,M,496,Célibataire,0,false,7753 LX 50
77,M,1134,Célibataire,0,false,3703 UH 61
40,M,561,En Couple,4,false,1234 YJ 51
30,M,782,En Couple,1,false,1619 EK 19
37,M,1084,Seule,1,false,1746 GY 88
23,F,866,En Couple,2,false,1018 TT 51
46,M,1266,En Couple,3,false,5849 VI 58
20,M,204,Célibataire,0,false,8096 WI 42
50,M,518,Seule,3,false,2013 OI 36
40,M,1139,En Couple,2,false,147 HT 32
22,M,538,En Couple,2,false,3411 KL 40
47,M,1354,En Couple,1,false,8361 DJ 63
34,M,575,En Couple,2,false,101 LF 24
55,F,1301,Seule,2,false,5636 UN 43
25,M,581,Seule,2,false,1226 DS 57
23,F,1275,Célibataire,0,false,6110 QK 85
83,M,576,En Couple,2,false,9235 KN 34
46,M,462,Célibataire,0,false,1263 NJ 13
48,M,1169,En Couple,0,false,1370 SC 65
21,M,580,Seule,2,false,3812 RU 85
27,F,427,En Couple,3,false,8322 EC 27
34,M,893,En Couple,1,true,5287 TD 82
21,F,544,En Couple,2,false,4252 NI 44
80,M,210,Célibataire,0,false,2892 TJ 90
23,M,1023,En Couple,3,false,7806 XJ 51
51,M,708,En Couple,3,true,9263 YH 10
71,M,240,Célibataire,0,false,6347 MY 97
63,M,586,Célibataire,0,false,1096 JJ 52
78,M,193,En Couple,2,false,1935 IL 62
25,M,530,Seule,3,false,9976 WZ 72
68,M,167,En Couple,1,true,6802 OL 81
84,M,220,Célibataire,0,false,7372 LZ 96
33,M,509,En Couple,2,false,658 RZ 25
42,M,536,En Couple,1,false,2823 ST 68
28,M,1313,En Couple,2,false,651 BY 88
46,M,756,En Couple,2,false,3641 RC 21
54,F,434,Célibataire,0,false,4928 WJ 51
44,Féminin,583,Célibataire,0,false,2460 VO 53
20,M,509,En Couple,3,false,5184 WG 25
20,M,479,En Couple,4,false,2818 DQ 45
38,M,178,En Couple,3,true,5060 YN 26
47,M,572,En Couple,2,false,5610 DI 86
30,F,1219,En Couple,4,true,3485 EW 14
61,M,733,Célibataire,0,false,3579 VZ 89
56,M,217,En Couple,0,false,4920 SC 28
55,M,1211,En Couple,2,false,2725 XF 58
59,M,158,En Couple,0,true,2811 QS 91
63,F,909,En Couple,4,true,2788 EO 11
80,M,1305,Célibataire,0,false,9751 EB 10
40, ,248,En Couple,3,false,8718 ZP 56
20,M,418,En Couple,0,false,5989 HC 14
34,M,488,En Couple,2,false,3473 IO 51
47,M,171,Célibataire,0,false,2251 VF 59
29,M,531,Célibataire,0,false,2264 HY 71
45,M,961,En Couple,2,false,294 PP 18
27,M,577,Célibataire,0,false,9429 FN 53
23,M,757,Célibataire,0,false,7599 PE 31
20,M,205,Seule,1,false,2981 MM 66
30,M,556,En Couple,0,false,9896 GH 23
34,M,506,En Couple,0,false,9425 YZ 44
68,M,513,En Couple,1,false,9022 QJ 43
58,F,577,En Couple,0,true,9705 QY 22
55,F,459,Célibataire,0,false,2774 KZ 68
79,M,500,Célibataire,0,false,1496 WK 39
20,M,541,En Couple,1,false,8433 JD 94
48,M,830,En Couple,1,false,8037 LE 83
33,M,511,En Couple,1,true,938 DA 56
73,M,531,En Couple,3,true,3854 VM 78
51,M,495,Célibataire,0,false,8276 XH 34
32,F,421,En Couple,0,false,6108 OZ 98
60,F,1024,Célibataire,0,false,3854 OJ 36
22,M,1160,En Couple,2,true,8243 PG 47
27,F,575,Célibataire,0,false,3616 OT 78
19,F,504,Célibataire,0,false,2896 PJ 16
35,M,738,Seule,2,false,461 MK 63
42,F,578,Célibataire,0,false,603 NA 22
55,M,189,En Couple,0,false,3265 VT 21
24,M,464,En Couple,0,false,805 PF 28
50,M,476,En Couple,1,false,9474 VN 48
23,F,461,En Couple,4,true,9368 SX 49
71,M,463,En Couple,0,false,6337 ME 42
30,M,221,En Couple,4,false,9740 PZ 81
23,M,978,En Couple,2,false,8023 HG 74
-1,F,773,En Couple,0,false,669 UB 46
38,M,547,En Couple,3,false,7674 FZ 32
62,M,409,Célibataire,0,false,8663 RP 38
21,F,584,Célibataire,0,false,2855 PY 33
24,F,935,En Couple,0,false,8269 OQ 40
35,F,586,Célibataire,0,false,8231 NZ 94
27,M,580,En Couple,1,false,7467 QW 58
71,M,908,En Couple,0,false,1372 SB 15
19,M,587,En Couple,4,false,7417 TG 15
66,M,702,Célibataire,0,false,7810 RZ 96
64,M,183,En Couple,4,true,5192 TV 23
21,M,400,En Couple,0,false,6800 RC 50
18,M,1053,En Couple,3,false,3924 WP 53
55,M,450,En Couple,2,false,4295 ZQ 26
51,M,442,Marié(e),0,true,3746 IP 66
69,F,460,Célibataire,0,false,4703 VC 76
83,M,1022,En Couple,3,false,7009 HR 27
45,M,183,Célibataire,0,false,2110 GN 14
84,M,954,En Couple,4,false,9419 GK 80
35,M,511,En Couple,1,true,1538 SE 46
29,M,467,En Couple,3,false,9730 RJ 14
77,M,512,Célibataire,0,false,1555 CW 37
37,M,563,En Couple,0,false,6949 BO 47
19,M,451,Célibataire,0,false,6068 CC 15
20,M,1379,En Couple,2,true,3866 XZ 10
66,M,1009,Célibataire,0,false,3425 FW 34
63,F,417,Célibataire,0,false,9203 FY 62
22,M,240,Marié(e),2,false,5328 XW 96
62,M,190,Célibataire,0,false,4747 FE 77
37,F,440,En Couple,3,false,7794 PJ 72
82,M,591,En Couple,1,false,2936 BO 96
53,M,481,En Couple,1,false,3056 ZW 37
61,M,554,En Couple,3,false,8504 VQ 87
18,M,1180,En Couple,2,false,8752 IF 71
19,M,562,Seule,2,false,2437 MH 82
83,M,505,Célibataire,0,false,8847 NT 84
22,F,405,En Couple,4, ,819 YB 42
45,M,534,Célibataire,0, ,3077 IU 95
26,M,160,En Couple,2,false,782 QR 82
67,M,580,Célibataire,0,false,4918 WT 84
26,M,1030,Célibataire,0,false,7695 RG 46
42,M,183,Célibataire,0,false,4446 OD 27
36,M,575,En Couple,4,false,678 HT 47
25,M,508,Célibataire,?,false,9634 AG 81
42,M,236,En Couple,2,false,3054 YC 10
48,F,455,En Couple,0,false,5939 ZU 59
55,M,1270,Célibataire,0,false,7005 WH 78
54,M,403,En Couple,0,false,6619 RY 12
31,M,435,En Couple,1,false,659 VN 25
44,M,1195,Célibataire,0,false,8751 UT 62
26,M,178,En Couple,1,false,1496 KE 10
32,M,1246,Célibataire,0,false,5725 ZY 38
19,Femme,733,En Couple,2,false,9008 KF 61
45,M,779,En Couple,4,false,3309 BO 84
80,M,204,Célibataire,0,false,8728 JC 85
56,M,544,En Couple,4,false,9330 JH 48
44,M,429,En Couple,3,false,7575 OS 92
54,M,226,En Couple,2,false,5480 XM 24
75,M,166,Célibataire,0,false,432 RQ 56
60,M,513,Célibataire,0,false,5701 ZY 76
20,F,512,En Couple,4,true,4748 WG 62
23,F,428,Célibataire,0,false,1321 TD 87
49,M,193,En Couple,1,false,2642 OR 69
27,M,515,En Couple,2,false,4607 GR 84
60,M,1121,En Couple,1,false,5073 FU 27
24,F,485,En Couple,2,false,2988 WE 56
33,F,191,En Couple,0,false,5314 JR 96
54,F,566,Célibataire,0,false,5213 EF 90
20,M,226,En Couple,0,true,7864 OR 24
35,M,1374,En Couple,2,false,938 CG 38
53,M,1019,En Couple,2,false,1025 FY 34
35,M,462,En Couple,4,false,5959 UK 91
42,M,553,Célibataire,0,false,5795 VX 22
43,M,225,En Couple,4,false,4431 XW 75
56,M,179,En Couple,3,false,2066 FI 67
38,Masculin,445,Célibataire,0,false,1817 KE 50
38,M,166,Seule,1,false,2758 LA 70
53,M,482,En Couple,2,false,2565 YI 92
66,F,918,Célibataire,0,false,7319 IO 67
59,F,503,En Couple,0,false,6925 QX 79
22,M,428,Seule,1,false,8595 GL 65
47,M,199,En Couple,3,false,2374 GT 90
41,M,807,Célibataire,0,false,6403 HB 62
36,F,578,En Couple,3,true,2510 MY 56
28,F,191,En Couple,0,false,188 PZ 84
-1,M,235,En Couple,2,true,9949 AQ 37
58,M,486,En Couple,1,false,7705 YL 68
30,F,470,En Couple,2,false,7238 VI 21
50,M,529,En Couple,2,true,2803 EM 43
42,F,415,Célibataire,0,false,85 EE 66
51,M,159,En Couple,4,true,3499 HT 78
35,F,498,Célibataire,0,false,8751 GM 97
21,M,1367,En Couple,0,false,8268 OI 35
45,M,243,Célibataire,0,false,8727 HT 65
42,M,468,Célibataire,0,false,4123 YN 66
44,M,183,Célibataire,0,false,213 SK 44
27,M,1389,Célibataire,0,false,5016 NC 24
40,M,476,En Couple,1,false,6366 OB 41
40,M,500,Célibataire,0,false,5293 ZG 63
36,M,231,En Couple,0,false,6897 AX 58
23,M,781,En Couple,1,false,5707 IP 69
27,F,549,En Couple,2,false,4006 PV 98
25,M,160,En Couple,1,true,577 LU 60
22,M,962,En Couple,1,false,1870 NA 52
19,F,576,Célibataire,0,false,4423 IC 12
22,F,234,En Couple,2,false,600 XB 59
67,F,438,En Couple,0,false,5772 DQ 41
49,M,479,En Couple,4,false,6119 GQ 12
77,F,1152,Célibataire,0,false,3933 GC 86
41,M,181,En Couple,2,false,8254 JQ 81
39,F,224,En Couple,0,false,8191 FL 29
29,F,1355,Célibataire,0,false,2918 WR 37
33,M,192,En Couple,1,true,2402 NL 71
34,M,519,Célibataire,0,false,7796 IY 90
56,F,1037,En Couple,3,true,8494 AM 66
28,M,916,En Couple,1,false,2678 IZ 92
55,M,593,En Couple,1,false,8742 SN 52
21,M,862,En Couple,0,false,5396 QT 14
19,M,219,En Couple,4,false,4361 RQ 23
24,M,455,En Couple,1,true,1777 PO 88
31,M,1289,En Couple,4,false,9982 EX 93
40,M,1073,Célibataire,0,false,8328 ZJ 12
21,M,489,En Couple,0,false,1941 YQ 39
40,M,853,En Couple,3,false,6145 SH 42
29,F,485,Célibataire,0,false,2474 SH 62
41,F,773,Célibataire,0,false,1563 PE 17
